model,context_length,reasoning_hop,needle_id,character,depth,combined_accuracy,answer_accuracy,evidence_accuracy
Gemini 3 Flash,350000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,350000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0405,Stuart,33,0.0,0.0,0.0
Gemini 3 Flash,400000,twohop,0405,Stuart,67,0.0,0.0,100.0
Gemini 3 Flash,400000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405,Stuart,33,0.0,0.0,100.0
Gemini 3 Flash,450000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405Inv,Stuart,0,0.0,0.0,100.0
Gemini 3 Flash,450000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0405Inv,Stuart,100,0.0,0.0,100.0
Gemini 3 Flash,500000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
Gemini 3 Flash,600000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405,Stuart,33,0.0,0.0,0.0
Gemini 3 Flash,700000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405Inv,Stuart,33,0.0,0.0,100.0
Gemini 3 Flash,700000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405Inv,Stuart,33,0.0,0.0,100.0
Gemini 3 Flash,750000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0405,Stuart,0,0.0,0.0,100.0
Gemini 3 Flash,800000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0405,Stuart,100,0.0,0.0,100.0
Gemini 3 Flash,800000,twohop,0405Inv,Stuart,0,0.0,0.0,100.0
Gemini 3 Flash,800000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
Gemini 3 Flash,900000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0405,Stuart,0,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0405,Stuart,33,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0405,Stuart,67,100.0,100.0,100.0
